v,酒類,url,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36
,黑羊紅酒,https://i.imgur.com/IQLThHp.jpg,afpsu,aepsu,ajpsu,afnsu,aensu,ajnsu,bfpsu,bepsu,bjpsu,bfnsu,bensu,bjnsu,,,,,,,,,,,,,,,,,,,,,,,,
,庫尼珍藏紅酒,https://i.imgur.com/gERzNU3.jpg,afnsu,aknsu,ajnsu,bfnsu,bknsu,bjnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,鑑賞家珍藏級希哈紅酒,https://i.imgur.com/0EXGIxQ.jpg,afnsu,ajnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,風行者黑皮諾紅酒,https://i.imgur.com/mMsKVJU.jpg,afnsv,ajnsv,aensv,bfnsv,bjnsv,bensv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拜倫酒莊黑皮諾紅酒,https://i.imgur.com/9KqAkA8.jpg,afpsv,aepsv,bfpsv,bepsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,紫十字經典紅酒,https://i.imgur.com/ok5TVbS.jpg,afpsv,aepsv,afnsv,aensv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭俄勒岡州紅酒,https://i.imgur.com/USmsc3E.jpg,aflsv,bflsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,希洛絲頂級紅酒,https://i.imgur.com/fAocgrY.jpg,afnsu,ajnsu,bfnsu,bjnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,坎伯莉雅酒莊黑皮諾紅酒,https://i.imgur.com/9FbBaDT.jpg,afpsu,ajpsu,akpsu,bfpsu,bjpsu,bkpsu,cfpsu,cjpsu,ckpsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,巴利亨廷頓紅酒,https://i.imgur.com/4cLOdhQ.jpg,afnsu,ajnsu,bfnsu,bjnsu,cfnsu,cjnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meiomi黑皮諾紅酒,https://i.imgur.com/wtBnX5a.jpg,afpsv,ajpsv,akpsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,亞斯提微甜氣泡酒,https://i.imgur.com/xZ9s7yU.jpg,bimst,bemst,bilst,belst,cimst,cemst,cilst,celst,dimst,demst,dilst,delst,,,,,,,,,,,,,,,,,,,,,,,,
,B&G酒廠精釀紅酒,https://i.imgur.com/llzWcd8.jpg,afnst,bfnst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,索菲亞阿圖索馬爾貝克紅酒,https://i.imgur.com/PzjFfgN.jpg,afmst,akmst,afnst,aknst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,德雷男爵珍藏紅酒,https://i.imgur.com/OHCYIyk.jpg,afnsu,ajnsu,aflsu,ajlsu,bfnsu,bjnsu,bflsu,bjlsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,金十字卡本內蘇維翁紅酒,https://i.imgur.com/ndSTccD.jpg,afnsu,ajnsu,bfnsu,bjnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,侍酒師紅酒,https://i.imgur.com/J7gDA9I.jpg,afnst,ajnst,bfnst,bjnst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DON DAVID精選蘇維翁紅酒,https://i.imgur.com/kPrA8HI.jpg,afpst,ajpst,akpst,afnst,ajnst,aknst,bfpst,bjpst,bkpst,bfnst,bjnst,bknst,,,,,,,,,,,,,,,,,,,,,,,,
,拉菲堡精選紅酒,https://i.imgur.com/6ROK3Rl.jpg,afnsv,bfnsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西恩那維甜紅酒,https://i.imgur.com/h8Zi0Po.jpg,dfmst,dflst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,蒙大維木橋酒莊紅酒,https://i.imgur.com/vCZiMIs.jpg,afnst,ajnst,aknst,bfnst,bjnst,bknst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,老藤金芬黛紅酒,https://i.imgur.com/CHGtYdO.jpg,afnau,ajnau,aknau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Line 39黑皮諾紅酒,https://i.imgur.com/2vE9WjY.jpg,aflsu,bflsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,羅浮古堡紅酒,https://i.imgur.com/g13lnOQ.jpg,afpst,aipst,akpst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chianti Colli Senesi DOCG,https://i.imgur.com/prSsfwB.jpg,afost,ajost,afpst,ajpst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,威廉寇黑牌陳年紅酒,https://i.imgur.com/AeyFsdi.jpg,afnsu,ajnsu,aknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭卡本內蘇維翁紅酒,https://i.imgur.com/6RaoRJ0.jpg,afnsv,ajnsv,dfnsv,djnsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭亞歷山大卡本內蘇維翁紅酒,https://i.imgur.com/cxWxtal.jpg,afnsu,aknsu,dfnsu,dknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,達拉巴家窖藏極品CS紅酒,https://i.imgur.com/0byM3CD.jpg,afpsv,ajpsv,afnsv,ajnsv,bfpsv,bjpsv,bfnsv,bjnsv,cfpsv,cjpsv,cfnsv,cjnsv,,,,,,,,,,,,,,,,,,,,,,,,
,羅伯蒙岱維卡本內蘇維翁紅酒,https://i.imgur.com/LitjrPC.jpg,ajpsv,aepsv,ajnsv,aensv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,哥倫比亞火鳳凰紅酒,https://i.imgur.com/2BOzSaQ.jpg,afpsv,aepsv,afnsv,aensv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,多利士精選柯羅那紅酒,https://i.imgur.com/DdGpe83.jpg,afpsu,ajpsu,afnsu,ajnsu,bfpsu,bjpsu,bfnsu,bjnsu,cfpsu,cjpsu,cfnsu,cjnsu,,,,,,,,,,,,,,,,,,,,,,,,
,Freakshow卡本內蘇維翁紅酒,https://i.imgur.com/nx6zuxq.jpg,aipsu,akpsu,ainsu,aknsu,bipsu,bkpsu,binsu,bknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,豪帝傳承卡本內蘇維翁紅酒,https://i.imgur.com/6jX5iyO.jpg,afpsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,哥倫比亞峰卡本內紅酒,https://i.imgur.com/k5iSQEv.jpg,ajpsu,afpsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拉菲堡特級卡本內紅酒,https://i.imgur.com/LdycM9K.jpg,afnsv,ajnsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B&G 1725波爾多典藏紅酒,https://i.imgur.com/FzTlCSc.jpg,afpst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,侯登堡紅酒,https://i.imgur.com/vn81cGW.jpg,afnsu,bfnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,達薩堡紅酒,https://i.imgur.com/l34P7gf.jpg,afpsv,ajpsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oveja Negra釀酒師評選紅酒    ,https://i.imgur.com/XuIRJwb.jpg,afnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,蒙帝斯精選紅酒,https://i.imgur.com/DVw9Aez.jpg,ajpsu,akpsu,ajnsu,aknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chateau Cap De Faugeres紅酒,https://i.imgur.com/W6Vt52H.jpg,afmsu,ajmsu,afnsu,ajnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cenyth Red Blend紅酒,https://i.imgur.com/dwbYcl6.jpg,afnsv,ajnsv,aensv,bfnsv,bjnsv,bensv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chateau Castengnes紅酒,https://i.imgur.com/e14hWgX.jpg,afpsu,akpsu,afnsu,aknsu,bfpsu,bkpsu,bfnsu,bknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,卡門薩克城堡紅酒,https://i.imgur.com/LVVRtiD.jpg,afpsv,akpsv,afnsv,aknsv,dfpsv,dkpsv,dfnsv,dknsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭簽名哥倫比亞谷卡本內紅酒,https://i.imgur.com/Xy7d3MK.jpg,afnsu,ajnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,克曼沙酒堡紅酒,https://i.imgur.com/YVk6nFG.jpg,afnsv,ajnsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,威士達美經典蘇維翁紅酒,https://i.imgur.com/Az2yX5N.jpg,afnsu,ajnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,派克酒莊95 Block紅酒,https://i.imgur.com/bx1VGuy.jpg,afpsv,akpsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,赫斯阿羅密蘇維翁紅酒,https://i.imgur.com/1Bu5Tkw.jpg,afpsv,afnsv,cfpsv,cfnsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,銀十字精選紅酒,https://i.imgur.com/BF8mCIN.jpg,afost,ajost,akost,bfost,bjost,bkost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BANROCK S.夏多內白酒,https://i.imgur.com/JtBHzZ5.jpg,biost,bkost,ciost,ckost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,莎特酒莊密思嘉甜白酒,https://i.imgur.com/uiQALGw.jpg,dimqt,demqt,dipqt,depqt,dimst,demst,dipst,depst,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,麥格根黑標紅酒,https://i.imgur.com/xEQfDT6.jpg,afmst,ajmst,bfmst,bjmst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,美麗花園皮諾塔級紅酒,https://i.imgur.com/s6CmRDf.jpg,afpsu,akpsu,ajpsu,bfpsu,bkpsu,bjpsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M.A.N. Vintners Shiraz紅酒,https://i.imgur.com/9kVzrSe.jpg,afpst,ajpst,afnst,ajnst,bfpst,bjpst,bfnst,bjnst,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭灰皮諾白酒,https://i.imgur.com/uOUgi3z.jpg,cgost,ckost,ceost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖瑪格麗特灰皮諾白酒,https://i.imgur.com/cieIFt7.jpg,cgosu,ciosu,ceosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭夏多內白酒,https://i.imgur.com/NpHxSxV.jpg,bimsu,binsu,bhmsu,bhnsu,bemsu,bensu,cimsu,cinsu,chmsu,chnsu,cemsu,censu,,,,,,,,,,,,,,,,,,,,,,,,
,查理史密斯功夫女孩麗絲玲白酒,https://i.imgur.com/mIrdIZT.jpg,bgmsu,bgpsu,bhmsu,bhpsu,cgmsu,cgpsu,chmsu,chpsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,莫斯蘭麗絲玲晚摘甜白酒,https://i.imgur.com/0PiNDj5.jpg,biost,beost,bgost,ciost,ceost,cgost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAN Vintners Chenin Blanc 白酒,https://i.imgur.com/5e4vJOd.jpg,bgmst,bhmst,bimst,bgnst,bhnst,binst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,三人紅酒,https://i.imgur.com/oddE2xa.jpg,afmqu,ajmqu,afnqu,ajnqu,bfmqu,bjmqu,bfnqu,bjnqu,afmsu,ajmsu,afnsu,ajnsu,bfmsu,bjmsu,bfnsu,bjnsu,,,,,,,,,,,,,,,,,,,,
,聖塔瑪格麗特梅洛紅酒,https://i.imgur.com/fKCEod9.jpg,afnst,ajnst,afost,ajost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,加州酒莊紅酒,https://i.imgur.com/pS0aIQn.jpg,afnsu,agnsu,aknsu,bfnsu,bgnsu,bknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JOOSTENBERG卡本內蘇維翁紅酒,https://i.imgur.com/C4uamo6.jpg,afnst,aknst,bfnst,bknst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,聖瑪莉古典奇揚第紅酒,https://i.imgur.com/vSaEAXZ.jpg,ajnsu,aensu,afnsu,bjnsu,bensu,bfnsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,露飛諾阿西阿諾經典捷安提紅酒,https://i.imgur.com/8HfyMob.jpg,aensu,afnsu,ajnsu,aknsu,bensu,bfnsu,bjnsu,bknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,露飛諾蒙提布希亞諾紅酒,https://i.imgur.com/BzCAwlq.jpg,aensv,afnsv,aknsv,bensv,bfnsv,bknsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,蒙塔奇諾布魯內洛紅酒,https://i.imgur.com/6btHgSL.jpg,afosv,aeosv,afnsv,aensv,bfosv,beosv,bfnsv,bensv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,科克蘭署名托斯卡納紅酒,https://i.imgur.com/0I6l6mm.jpg,afnsu,ajnsu,aknsu,bfnsu,bjnsu,bknsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,七宗罪金粉黛紅酒,https://i.imgur.com/eVbMryK.jpg,afosu,ajosu,akosu,bfosu,bjosu,bkosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,哥倫比亞峰特級莊園梅洛紅酒,https://i.imgur.com/5lTDJIq.jpg,aflsu,ajlsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,克羅伊木桐城堡波爾多紅酒,https://i.imgur.com/52y6R7k.jpg,ajpsu,akpsu,bjpsu,bkpsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,羅柏蒙岱維梅洛紅酒,https://i.imgur.com/TI3fKDA.jpg,ajpsv,afpsv,ajnsv,afnsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,冰靈麗絲玲白酒,https://i.imgur.com/ayEhLJO.jpg,cgdru,cidru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,冰靈黑皮諾微甜粉紅酒,https://i.imgur.com/iZOf77h.jpg,bflqu,belqu,bfnqu,benqu,cflqu,celqu,cfnqu,cenqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,冰靈梅洛紅酒,https://i.imgur.com/j2GBeVw.jpg,afmru,afnru,afmqu,afnqu,bfmru,bfnru,bfmqu,bfnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,多利士艾斯瑪瑞達甜白酒,https://i.imgur.com/GDDU4mI.jpg,bglrt,bglqu,belrt,belqu,cglrt,cglqu,celrt,celqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,小花微甜麝香白酒,https://i.imgur.com/3XEcyRW.jpg,dgmrt,demqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,囍瑞鳥啼有機白酒,https://i.imgur.com/F5NQg6p.jpg,chnru,chlru,dhnru,dhlru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,囍瑞鳥啼有機紅酒,https://i.imgur.com/TcmG8EI.jpg,afnru,aenru,bfnru,benru,dfnru,denru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,囍瑞愛情有機紅酒,https://i.imgur.com/ZqQCRPX.jpg,afnru,aknru,bfnru,bknru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,龍社堡有機紅酒,https://i.imgur.com/cecwoSE.jpg,afnqu,ajnqu,bfnqu,bjnqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,艾爾貝羅花卉博巴爾有機紅酒,https://i.imgur.com/8cI0y4e.jpg,afnrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,北極星耀陽有機紅酒,https://i.imgur.com/WjM3w4t.jpg,afmru,aemru,afmqu,aemqu,bfmru,bemru,bfmqu,bemqu,cfmru,cemru,cfmqu,cemqu,,,,,,,,,,,,,,,,,,,,,,,,
,葛米爾有機紅酒,https://i.imgur.com/SvlzZ7f.jpg,afpqu,bfpqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,嘉露金牌慕斯卡白酒,https://i.imgur.com/mVBdqGG.jpg,dgort,dgprt,dgoqt,dgpqt,deort,deprt,deoqt,depqt,diort,diprt,dioqt,dipqt,,,,,,,,,,,,,,,,,,,,,,,,
,嘉露金牌卡本內蘇維翁紅酒,https://i.imgur.com/LJmNs8I.jpg,afnrt,ajnrt,afort,ajort,dfnrt,djnrt,dfort,djort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,嘉露金牌梅洛紅酒,https://i.imgur.com/khfH20N.jpg,afnqt,ajnqt,bfnqt,bjnqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,嘉露超級玫瑰紅酒,https://i.imgur.com/X1iCiHK.jpg,dimrt,dinrt,dhmrt,dhnrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,玉泉金香白酒,https://i.imgur.com/wI6JpHO.jpg,bglrt,bilrt,bhlrt,cglrt,cilrt,chlrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,玉泉法國紅酒,https://i.imgur.com/i7ZlOmr.jpg,afort,ajort,akort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,玉泉台灣之美紅酒,https://i.imgur.com/XzOlUF8.jpg,afnrt,aknrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,玉泉特級玫瑰紅酒,https://i.imgur.com/jh5EzSg.jpg,afmrt,afprt,bfmrt,bfprt,cfmrt,cfprt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,玉泉特級紅酒,https://i.imgur.com/lCjdETB.jpg,afmrt,aemrt,bfmrt,bemrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,玉泉紅標紅麴葡萄酒,https://i.imgur.com/HshC1Jk.jpg,afmrt,ajmrt,aflrt,ajlrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,香奈特歪脖子夏多內白酒,https://i.imgur.com/oYoMxyC.jpg,bhnru,bjnru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,香奈特歪脖子梅洛紅酒,https://i.imgur.com/KQnQWmn.jpg,bforu,bfnru,bjoru,bjnru,dforu,dfnru,djoru,djnru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,香奈特歪脖子施赫紅酒,https://i.imgur.com/sreg5Su.jpg,afnru,afpru,ajnru,ajpru,bfnru,bfpru,bjnru,bjpru,cfnru,cfpru,cjnru,cjpru,,,,,,,,,,,,,,,,,,,,,,,,
,香奈特歪脖子黃冠氣泡酒,https://i.imgur.com/fh3E4A6.jpg,afmru,aemru,bfmru,bemru,dfmru,demru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,香奈特歪脖子粉冠氣泡酒,https://i.imgur.com/LChM8Rz.jpg,dfmru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,奇蒂雅遲收甜白酒,https://i.imgur.com/hZp25GI.jpg,dfmrt,dimrt,djmrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,凱芙氣泡甜酒,https://i.imgur.com/PmBSBus.jpg,aemqt,afmqt,aemlt,afmlt,bemqt,bfmqt,bemlt,bfmlt,demqt,dfmqt,demlt,dfmlt,,,,,,,,,,,,,,,,,,,,,,,,
,庫克斯氣泡酒,https://i.imgur.com/RPoHmDU.jpg,bilqt,bglqt,cilqt,cglqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,庫倫斯香檳,https://i.imgur.com/Uq1HdiN.jpg,bilqv,bglqv,bjlqv,cilqv,cglqv,cjlqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,庫倫斯玫瑰香檳,https://i.imgur.com/qsEDCyU.jpg,bioqv,bgoqv,bjoqv,cioqv,cgoqv,cjoqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶帝加浪漫粉分子氣泡酒(草莓),https://i.imgur.com/eyU6pSC.jpg,bfnqv,benqv,cfnqv,cenqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶帝加浪漫金分子氣泡酒(柑橘),https://i.imgur.com/UHlNPMd.jpg,bgnqv,bhnqv,cgnqv,chnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,寶帝加浪漫紅分子氣泡酒(櫻桃),https://i.imgur.com/RoVBSYp.jpg,bfnqv,bhnqv,cfnqv,chnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,莎特金芬黛粉紅酒,https://i.imgur.com/j6h3IQ2.jpg,bfmqt,bemqt,bgmqt,cfmqt,cemqt,cgmqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,莎特梅洛紅酒,https://i.imgur.com/SG0lD5M.jpg,aflqt,ajlqt,aklqt,afnqt,ajnqt,aknqt,bflqt,bjlqt,bklqt,bfnqt,bjnqt,bknqt,,,,,,,,,,,,,,,,,,,,,,,,
,艾思綺幻普羅旺斯粉紅酒,https://i.imgur.com/UINqBks.jpg,afnqv,aenqv,agnqv,cfnqv,cenqv,cgnqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,安德烈氣泡酒,https://i.imgur.com/gNQD8Q3.jpg,bimqt,bgmqt,cimqt,cgmqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,禾富鷹牌氣泡酒,https://i.imgur.com/6zsmKMC.jpg,cglqt,cilqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,康緹氣泡酒,https://i.imgur.com/rto9IeQ.jpg,dhnqu,dhmqu,denqu,demqu,denqu,demqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,韓可氣泡酒,https://i.imgur.com/abBKVIE.jpg,cipqu,cepqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,托斯堤慕斯卡多微甜白酒,https://i.imgur.com/9rZlYWp.jpg,demqv,dhmqv,dimqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
